epoch,accuracy,loss,val_accuracy,val_loss
63,0.9913333058357239,0.4479447305202484,0.8427777886390686,1.1449341773986816
64,0.9936666488647461,0.4394358992576599,0.8472222089767456,1.2540587186813354
65,0.9936666488647461,0.4317278563976288,0.8433333039283752,1.3833727836608887
66,0.9931111335754395,0.4328668713569641,0.8394444584846497,1.2940329313278198
67,0.9932222366333008,0.42254766821861267,0.820555567741394,1.4224075078964233
68,0.9938889145851135,0.4163443446159363,0.8416666388511658,1.3791719675064087
69,0.9943333268165588,0.41115081310272217,0.8572221994400024,1.2203152179718018
70,0.9933333396911621,0.41001439094543457,0.8349999785423279,1.5363295078277588
71,0.9919999837875366,0.4051665961742401,0.8388888835906982,1.1898329257965088
72,0.9935555458068848,0.3998584449291229,0.852222204208374,1.2727386951446533
73,0.9933333396911621,0.3944465219974518,0.8394444584846497,1.3121846914291382
74,0.9932222366333008,0.3898452818393707,0.8388888835906982,1.2921591997146606
75,0.9947777986526489,0.3850286602973938,0.8427777886390686,1.3421850204467773
76,0.9935555458068848,0.380815327167511,0.8411111235618591,1.3258509635925293
77,0.9933333396911621,0.37789660692214966,0.8494444489479065,1.324905514717102
78,0.9934444427490234,0.374051570892334,0.8399999737739563,1.2557120323181152
79,0.9934444427490234,0.3689441978931427,0.847777783870697,1.2672086954116821
80,0.9951111078262329,0.3626788258552551,0.8438888788223267,1.5539759397506714
81,0.9937777519226074,0.3626495599746704,0.8472222089767456,1.2183336019515991
82,0.9934444427490234,0.3602146804332733,0.8483333587646484,1.3367277383804321
83,0.9940000176429749,0.3557349145412445,0.8455555438995361,1.2715935707092285
84,0.9940000176429749,0.35459181666374207,0.7977777719497681,1.5760822296142578
85,0.9934444427490234,0.354570209980011,0.8372222185134888,1.2328027486801147
86,0.9942222237586975,0.3430728316307068,0.8472222089767456,1.2114466428756714
87,0.9950000047683716,0.34040361642837524,0.8455555438995361,1.1720739603042603
88,0.9936666488647461,0.3364614248275757,0.8500000238418579,1.2893081903457642
89,0.9941111207008362,0.33251142501831055,0.8383333086967468,1.2540106773376465
90,0.9945555329322815,0.33022862672805786,0.8494444489479065,1.3700549602508545
91,0.9940000176429749,0.3270490765571594,0.8361111283302307,1.2674992084503174
92,0.992555558681488,0.3269823491573334,0.8588888645172119,1.092849850654602
93,0.9956666827201843,0.3212348222732544,0.846666693687439,1.2369784116744995
94,0.9923333525657654,0.3231927752494812,0.8394444584846497,1.1959985494613647
95,0.9945555329322815,0.31393250823020935,0.7961111068725586,1.8045514822006226
96,0.9946666955947876,0.31222400069236755,0.8272222280502319,1.3482639789581299
97,0.9941111207008362,0.3083256483078003,0.8383333086967468,1.3803074359893799
98,0.9945555329322815,0.3046736717224121,0.8394444584846497,1.341169834136963
99,0.9944444298744202,0.3019258379936218,0.8516666889190674,1.1824052333831787
