epoch,accuracy,loss,val_accuracy,val_loss
0,0.6380000114440918,3.9920923709869385,0.7183333039283752,3.3493595123291016
1,0.7372221946716309,2.9699392318725586,0.7494444251060486,2.650763988494873
2,0.7870000004768372,2.396136522293091,0.8161110877990723,2.178051233291626
3,0.8214444518089294,2.0474414825439453,0.8388888835906982,1.9140957593917847
4,0.8442222476005554,1.8191280364990234,0.8527777791023254,1.7329429388046265
5,0.8616666793823242,1.6497957706451416,0.7844444513320923,1.7572600841522217
6,0.8799999952316284,1.5204380750656128,0.8422222137451172,1.5801153182983398
7,0.8987777829170227,1.4119750261306763,0.8444444537162781,1.544293999671936
8,0.9118888974189758,1.3283226490020752,0.8299999833106995,1.5061644315719604
9,0.9283333420753479,1.2575942277908325,0.8327777981758118,1.562024712562561
10,0.9398888945579529,1.1952593326568604,0.8372222185134888,1.4535239934921265
11,0.9518888592720032,1.1365350484848022,0.82833331823349,1.5743441581726074
12,0.9586666822433472,1.0979650020599365,0.8444444537162781,1.478101134300232
13,0.9658889174461365,1.0524790287017822,0.8394444584846497,1.5107334852218628
14,0.9668889045715332,1.0224485397338867,0.8349999785423279,1.498935580253601
15,0.9693333506584167,0.9954509735107422,0.8399999737739563,1.4793845415115356
16,0.9774444699287415,0.957449197769165,0.7816666960716248,1.9899773597717285
17,0.9755555391311646,0.9407514333724976,0.8399999737739563,1.5260064601898193
18,0.9766666889190674,0.9203524589538574,0.847777783870697,1.417144536972046
19,0.9822221994400024,0.8953356742858887,0.8461111187934875,1.5186775922775269
20,0.9785555601119995,0.8837714791297913,0.8494444489479065,1.4205870628356934
21,0.9835555553436279,0.8560998439788818,0.8533333539962769,1.4809380769729614
22,0.9824444651603699,0.8408372402191162,0.8227777481079102,1.5643519163131714
23,0.9835555553436279,0.8226714134216309,0.8461111187934875,1.4626967906951904
24,0.9878888726234436,0.7989261746406555,0.8461111187934875,1.4524445533752441
25,0.9865555763244629,0.7846539616584778,0.8472222089767456,1.415124773979187
26,0.9857777953147888,0.7685720920562744,0.8366666436195374,1.457935094833374
27,0.9848889112472534,0.7610507011413574,0.8266666531562805,1.5124839544296265
28,0.9854444265365601,0.7441962957382202,0.8500000238418579,1.438399076461792
29,0.9865555763244629,0.7314168810844421,0.8255555629730225,1.6182094812393188
30,0.9855555295944214,0.7207885980606079,0.8450000286102295,1.4304838180541992
31,0.9877777695655823,0.7063648104667664,0.8349999785423279,1.5747228860855103
32,0.9856666922569275,0.6973999738693237,0.777222216129303,1.8718668222427368
33,0.9877777695655823,0.6854819059371948,0.8177777528762817,1.448447823524475
34,0.9875555634498596,0.6724812984466553,0.8444444537162781,1.4498411417007446
35,0.9901111125946045,0.6573877334594727,0.7733333110809326,1.578940510749817
36,0.9900000095367432,0.6467300057411194,0.8261111378669739,1.4251500368118286
37,0.9896666407585144,0.634822428226471,0.8338888883590698,1.4353046417236328
38,0.9896666407585144,0.6262842416763306,0.8344444632530212,1.4474869966506958
39,0.9915555715560913,0.6166988611221313,0.8444444537162781,1.471157193183899
40,0.9898889064788818,0.6112717986106873,0.8427777886390686,1.4530107975006104
41,0.9912222027778625,0.5956714153289795,0.8355555534362793,1.4430128335952759
42,0.9904444217681885,0.5897596478462219,0.8505555391311646,1.3272851705551147
43,0.9905555844306946,0.5815191268920898,0.8033333420753479,1.5588587522506714
44,0.99144446849823,0.5716115832328796,0.824999988079071,1.3322919607162476
45,0.9902222156524658,0.5680718421936035,0.8361111283302307,1.5175305604934692
46,0.9919999837875366,0.5529588460922241,0.8355555534362793,1.335579752922058
47,0.9907777905464172,0.5467324256896973,0.8505555391311646,1.4599536657333374
48,0.9898889064788818,0.5456304550170898,0.8366666436195374,1.2647249698638916
49,0.9915555715560913,0.5345396995544434,0.8544444441795349,1.3823579549789429
50,0.9905555844306946,0.5303813815116882,0.8500000238418579,1.2659022808074951
51,0.9923333525657654,0.5155686736106873,0.8383333086967468,1.3116406202316284
52,0.9905555844306946,0.5115430355072021,0.8433333039283752,1.3536627292633057
53,0.99144446849823,0.5029861927032471,0.8433333039283752,1.2992711067199707
54,0.9923333525657654,0.49836820363998413,0.8316666483879089,1.3427335023880005
55,0.9908888936042786,0.4945625066757202,0.8388888835906982,1.2297942638397217
56,0.9936666488647461,0.47825005650520325,0.8433333039283752,1.5842771530151367
57,0.9919999837875366,0.48029211163520813,0.8377777934074402,1.3227334022521973
58,0.9908888936042786,0.4734538793563843,0.8255555629730225,1.3959156274795532
59,0.9923333525657654,0.46615245938301086,0.8438888788223267,1.3260829448699951
60,0.9923333525657654,0.4639984667301178,0.8211110830307007,1.3478766679763794
61,0.9934444427490234,0.4527914226055145,0.8450000286102295,1.224061131477356
62,0.9936666488647461,0.4480991065502167,0.8488888740539551,1.2552162408828735
