epoch,accuracy,loss,val_accuracy,val_loss
0,0.7497559189796448,0.5195046663284302,0.7494305372238159,0.50352543592453
1,0.7501898407936096,0.5126199722290039,0.7494305372238159,0.5064123868942261
2,0.7501898407936096,0.5045428276062012,0.7494305372238159,0.4880272150039673
3,0.7616878151893616,0.4624319076538086,0.785876989364624,0.4544127583503723
4,0.832953691482544,0.36897021532058716,0.8643019795417786,0.31463623046875
5,0.8833929896354675,0.27047306299209595,0.858769953250885,0.3268507719039917
6,0.9138734936714172,0.20844826102256775,0.8769931793212891,0.30381885170936584
7,0.9355678558349609,0.15533266961574554,0.9056296944618225,0.28974202275276184
8,0.9567198157310486,0.10923327505588531,0.9095346331596375,0.28992408514022827
9,0.9691940546035767,0.08012352883815765,0.9202733635902405,0.3351033926010132
10,0.980475127696991,0.05806419625878334,0.9134396314620972,0.46430712938308716
11,0.9788480401039124,0.05775591358542442,0.9046534299850464,0.4046023190021515
