epoch,accuracy,loss,val_accuracy,val_loss
0,0.4201388955116272,1.243640422821045,0.4655396640300751,1.1637665033340454
1,0.4609375,1.1544710397720337,0.504551351070404,1.135520100593567
2,0.4696180522441864,1.1104940176010132,0.47724318504333496,1.088879942893982
3,0.4917534589767456,1.062915563583374,0.49154746532440186,1.0504401922225952
4,0.5147569179534912,1.016676664352417,0.5162549018859863,1.027459740638733
5,0.5460069179534912,0.97774338722229,0.540962278842926,0.983017086982727
6,0.5603298544883728,0.9470223188400269,0.5760728120803833,0.9428328275680542
7,0.5633680820465088,0.9210487008094788,0.5617685317993164,0.9455552101135254
8,0.5954861044883728,0.8920379281044006,0.6020806431770325,0.8822036385536194
9,0.6145833134651184,0.8694732189178467,0.6072821617126465,0.8960712552070618
10,0.6328125,0.8533541560173035,0.6332899928092957,0.866694450378418
11,0.6423611044883728,0.8373687267303467,0.6566970348358154,0.8248727321624756
12,0.6610243320465088,0.8095006942749023,0.6762028336524963,0.8025252223014832
13,0.6753472089767456,0.7951406836509705,0.6892067790031433,0.7907239198684692
14,0.6796875,0.7699201107025146,0.6944082975387573,0.7795339226722717
15,0.6888020634651184,0.7609184384346008,0.6918075680732727,0.7718271613121033
16,0.6953125,0.7484750747680664,0.6892067790031433,0.7682844996452332
17,0.6848958134651184,0.7512333989143372,0.6944082975387573,0.7637771964073181
18,0.6970486044883728,0.7340644598007202,0.7074122428894043,0.744430661201477
19,0.7222222089767456,0.7082335352897644,0.695708692073822,0.7695326209068298
20,0.7170138955116272,0.7096434831619263,0.6970090866088867,0.7511828541755676
21,0.7274305820465088,0.6755262017250061,0.7282184362411499,0.6870645880699158
22,0.7209201455116272,0.6851029992103577,0.7308192253112793,0.692001223564148
23,0.7369791865348816,0.663831889629364,0.7243173122406006,0.6811736822128296
24,0.7274305820465088,0.662825882434845,0.7347204089164734,0.6751320362091064
25,0.7473958134651184,0.6348963975906372,0.7373211979866028,0.6651013493537903
26,0.7473958134651184,0.6324025392532349,0.72691810131073,0.7019547820091248
27,0.7495659589767456,0.6204178333282471,0.7438231706619263,0.6416827440261841
28,0.7560763955116272,0.616456925868988,0.7607282400131226,0.6393072009086609
29,0.7482638955116272,0.6128261089324951,0.7334200143814087,0.6687049865722656
30,0.7547743320465088,0.6148391366004944,0.7165149450302124,0.675163745880127
31,0.7456597089767456,0.6102301478385925,0.7763329148292542,0.6029637455940247
32,0.7664930820465088,0.5948188900947571,0.7516254782676697,0.606408417224884
33,0.7560763955116272,0.5935345888137817,0.7490246891975403,0.6294375658035278
34,0.77734375,0.569439709186554,0.7568270564079285,0.5948567986488342
35,0.77734375,0.5631421208381653,0.7698309421539307,0.5913233757019043
36,0.7838541865348816,0.5541932582855225,0.7880364060401917,0.5746477842330933
37,0.7842881679534912,0.5545842051506042,0.7529258728027344,0.6339754462242126
38,0.7808159589767456,0.548058807849884,0.7776333093643188,0.5794895887374878
